"PID","cond","antiest","ampride","trustgov","demsatis","radchange","distrust","discontent","top_value_char","response","exclude","val_1","val_2","val_3","val_4","val_5","antiest_1","antiest_2","antiest_3","antiest_4R","vote_bin","vote_who","vote_whoelse","PartyID7","PartyID5","IDEO","GENDER","AGE","RACETHNICITY","EDUC5","INCOME","order_dvs_first","order_dvs_second","order_dvs_third","order_dvs_fourth","order_dvs_fifth","STATE","RELIG","EMPLOY","REGION4","REGION9","STARTDT"
8794,"kept",3.25,3,1,4,4,7,4.75,"Change","I don’t think this country is holding up their change. I think politics suck. And they never do what they say they will do.",0,"Independence","Equality","Change","Individualism","Self control",1,4,4,4,"no vote",NA,NA,4,3,3,"female",31,"white/non-hisp","some coll","$5,000 to $9,999","trustgov","antiest","radchange","demsatis","ampride","CO",12,1,4,8,"11/30/2024 21:04"
8796,"ctrl",2.5,5,5,2,2,3,2.5,"Liberty for each person","Each person can make their own choices. United States is a republic, not a democracy. For example, in a democracy, if a person owned a ""X"" and a neighbor didn't want them to have it, he could poll the neighbors and lie to them about why. If put to a vote it would be taken away from the person. In a Republic, It wouldn't matter what the neighbors had to say. The person owns it they can keep it.",0,"Liberty for each person","Business and work determined by individual","LEGAL immigration into country","Laws established to not hurt others","Local family and communities care for disadvantaged",1,3,3,3,"vote","trump",NA,7,5,5,"female",64,"white/non-hisp","some coll","$20,000 to $24,999","ampride","radchange","antiest","trustgov","demsatis","ND",1,2,2,4,"11/26/2024 5:31"
8799,"brkn",4,5,4,4,4,4,4,"God","We use to be a country who stand on “In God we trust” and once we took God out of schools workplace, everything, America started to fall apart. Now other countries look at us like we are a joke",0,"Liberty","Freedom","Love","God","Salvation",4,4,4,4,"vote","trump",NA,4,3,4,"female",21,"black/non-hisp","some coll","$60,000 to $74,999","ampride","demsatis","trustgov","radchange","antiest","NC",12,1,3,5,"11/26/2024 19:10"
8800,"ctrl",4.5,4,4,2,5,4,4.5,"freedom","Freedom to believe what you believe. Freedom to grow and better yourself. Endless opportunities to become better individuals",0,"freedom","Liberty","improvement","growth","difference",5,5,5,3,"vote","other","Green Party",2,1,3,"female",34,"hisp","bachelors","$40,000 to $49,999","radchange","trustgov","ampride","antiest","demsatis","NJ",1,1,1,2,"11/19/2024 18:33"
8802,"ctrl",3.25,4,5,6,2,3,2.75,"Freedom","Able to express yourself in a variety of ways. No limitations from a government or religious entities.",0,"Freedom","Individualism","Patriotism","Exploration","Passion",6,2,2,3,"vote","harris",NA,2,1,4,"male",29,"hisp","masters","$85,000 to $99,999","radchange","demsatis","antiest","trustgov","ampride","IN",2,1,2,3,"11/29/2024 13:45"
8814,"brkn",5.5,4,2,5,6,6,5.83333333333333,"Freedom of speech","Our voices being censored. Media being very biased and telling lies. Maga is treated like terrorists.",0,"Freedom of speech","Right to bear arms","Fair elections","Respect the flag","Freedom of choice",5,5,6,6,"vote","trump",NA,4,3,3,"female",30,"white/non-hisp","HS","$20,000 to $24,999","trustgov","ampride","radchange","demsatis","antiest","TX",11,1,3,7,"11/19/2024 19:20"
8821,"brkn",3.75,3,4,4,4,4,3.91666666666667,"Freedom of rights","By the people who are getting into office and by their wealth. Money in America control's who runs the country",0,"Freedom of speech","Freedom of rights","Freedom of believes","Freedom of religion","Freedom of free",4,3,4,4,"no vote",NA,NA,2,1,3,"male",21,"other/non-hisp","HS","$20,000 to $24,999","demsatis","antiest","ampride","radchange","trustgov","MT",11,1,4,8,"11/20/2024 22:24"
8824,"brkn",4,5,5,5,3,3,3.33333333333333,"Freeedom","To have the right to do what we want as long as it’s not something a legal like some countries where you need permission to just leave your home",0,"Freeedom","Rights","Laws","Free will","Speach",4,4,4,4,"no vote",NA,NA,6,5,3,"male",25,"white/non-hisp","HS","$60,000 to $74,999","antiest","trustgov","ampride","demsatis","radchange","FL",5,1,3,5,"11/20/2024 9:34"
8828,"ctrl",6,5,1,3,2,7,5,"freedom to have gains","able to choose your jobs with correct pay
able to obtain a education
able to leave or return to this country
able to purchase, home, car, with  earnings
able to speak what you believe
able to woraship",0,"freedom of religion","freedom of speach","freedom to assemble","freedom to have guns","freedom to have gains",5,7,5,7,"vote","trump",NA,7,5,4,"male",85,"white/non-hisp","some coll","$50,000 to $59,999","antiest","ampride","radchange","demsatis","trustgov","NJ",1,5,1,2,"11/21/2024 15:27"
8832,"ctrl",2.75,NA,5,7,1,3,2.25,"Tolerance","The act of respecting different opinions, beliefs, sexual preferences, and the ability to live in peace.",0,"Liberty","Equality","Opportunity","Freedom of speech","Tolerance",4,2,1,4,"vote","harris",NA,1,1,1,"female",62,"hisp","masters","$200,000 or more","antiest","radchange","demsatis","trustgov","ampride","MA",2,1,1,1,"11/20/2024 17:11"
8839,"ctrl",5.5,2,3,2,5,5,5.16666666666667,"Freedom","The opportunity to live one’s life without being oppressed.  Free from government intervening and wants personal life.",0,"Justice","Pursuit of happiness","Equal opportunity","Freedom","Liberty",5,5,7,5,"vote","harris",NA,1,1,1,"male",62,"black/non-hisp","masters","$150,000 to $174,999","demsatis","trustgov","radchange","ampride","antiest","IN",1,1,2,3,"11/24/2024 8:14"
8843,"kept",4.75,2,3,1,7,5,5.58333333333333,"Welcoming to all","Everyone is welcome to live in prosper in the US Regardless of their race, nationality, or religion.",0,"Freedom of religion","Democratic government","Free speech","Welcoming to all","Opportunity",6,5,2,6,"vote","harris",NA,2,1,1,"female",33,"white/non-hisp","some coll","$75,000 to $84,999","trustgov","radchange","ampride","antiest","demsatis","LA",9,7,3,7,"11/19/2024 23:39"
8844,"kept",4.5,5,5,6,3,3,3.5,"freedom to worship","We have the right to worship in any way we feel that is correct for us, without fear of government interference",0,"equal opportunity","freedom to worship","all men are created equal","opportunity to succeed","ability to work hard",3,5,5,5,"vote","trump",NA,5,4,3,"female",82,"white/non-hisp","HS","$60,000 to $74,999","trustgov","demsatis","ampride","antiest","radchange","FL",1,5,3,5,"11/20/2024 18:46"
8846,"ctrl",5.5,2,3,5,6,5,5.5,"equality","Equality is the state of being equal, especially in status, rights and opportunities. It means all groups of people are provided with the same resources and opportunities no matter what their circumstance may be.",0,"liberty","equality","opportunity","innovation","individualism",5,6,6,5,"vote","harris",NA,3,2,2,"female",41,"white/non-hisp","some coll","$30,000 to $34,999","trustgov","antiest","demsatis","ampride","radchange","CO",1,1,4,8,"11/22/2024 8:36"
8860,"ctrl",6.5,2,3,3,7,5,6.16666666666667,"Freedom of speech","Freedom of speech is being able to speak how you want and preach about what you believe in.  Just because you can say it doesn't mean you won't get in teouble.",0,"Freedom of speech","Christianity","Freedom of assembly","religion","Life",6,7,7,6,"no vote",NA,NA,4,3,NA,"female",38,"white/non-hisp","some coll","$40,000 to $49,999","radchange","trustgov","demsatis","antiest","ampride","KS",3,6,2,4,"11/19/2024 20:34"
8862,"brkn",4.25,2,2,4,6,6,5.41666666666667,"Equality","Equality should be among all the citizens but blacks and immigrants and other racial groups are facing inequality",0,"Freedom","Equality","Equal rights","Freedom of speech","Employement opportunities",2,7,7,1,"no vote",NA,NA,4,3,1,"female",34,"asian/non-hisp","bachelors","$100,000 to $124,999","demsatis","radchange","ampride","trustgov","antiest","MI",8,3,2,3,"11/20/2024 15:30"
8867,"ctrl",6.25,2,1,1,7,7,6.75,"Money for government","The system has tons of convict of interest, such as coke cola and pepsi funding the American Diabetes Association, they also fund SNAP and American Academy of Pediatrics",0,"Money for government","More people sick","Lazy people","Fat people","Poor people",6,6,6,7,"vote","trump",NA,6,5,4,"female",37,"white/non-hisp","bachelors","$100,000 to $124,999","demsatis","trustgov","radchange","antiest","ampride","WV",10,1,3,5,"11/23/2024 14:02"
8877,"ctrl",7,5,1,1,7,7,7,"American exceptionalism","The belief that America is the greatest nation on earth and is unequaled in the world. Americans should strive for excellence.",0,"Liberty","Freedom","Selflessness","Patriotism","American exceptionalism",7,7,7,7,"vote","trump",NA,7,5,5,"male",63,"white/non-hisp","masters","$200,000 or more","trustgov","demsatis","antiest","radchange","ampride","AZ",1,1,4,8,"11/27/2024 14:31"
8883,"kept",4.75,5,4,7,2,4,3.58333333333333,"Life","Everyone has equal opportunities to live the life they want to, and everyone has a chance to live life. Disrespect for people's lives and harm to people's lives are not tolerated, and people have resources to protect their lives as needed such as police and healthcare.",0,"Life","Liberty","Pursuit of happiness","respect for others","honor",1,6,7,5,"vote","trump",NA,6,5,4,"female",21,"white/non-hisp","some coll","$35,000 to $39,999","trustgov","demsatis","radchange","ampride","antiest","IA",1,1,2,4,"11/28/2024 14:14"
8901,"brkn",4.75,3,3,4,3,5,4.25,"Freedom","The polarizing bipartisan nature of the current status of the US limits some freedom for citizens. With so much separation, one side is always feeling like some of their freedoms have been taken away.",0,"Freedom","Opportunity","Progress","Development","Security",5,5,5,4,"vote","trump",NA,6,5,3,"female",28,"white/non-hisp","masters","$85,000 to $99,999","antiest","demsatis","radchange","trustgov","ampride","TX",2,1,3,7,"11/24/2024 20:57"
8903,"ctrl",4,1,4,4,4,4,4,"Humanity","Humanity is the the health of all human connections. It’s being thorough in community needs. It’s knowing what the people need and being solution oriented.",0,"Honesty","Integrity","Community","Humanity","Faith",4,4,4,4,"vote",NA,NA,NA,NA,4,"female",25,"black/non-hisp","some coll","$25,000 to $29,999","trustgov","antiest","ampride","radchange","demsatis","GA",11,1,3,5,"11/19/2024 19:44"
8910,"ctrl",4.75,3,4,1,5,4,4.58333333333333,"Freedom","Freedom is the right to be self determined as an individual; family; town; state and nation. Each of us have free will and should be allowed to express ourselves as we see fit to as long we do not infringe on others sovereignty.",0,"Freedom","Life","Liberty","Happiness","Civil Rights",6,4,4,5,"vote","harris",NA,2,1,2,"female",57,"multi/non-hisp","bachelors","$175,000 to $199,999","trustgov","demsatis","ampride","radchange","antiest","NY",14,4,1,2,"11/19/2024 18:15"
8917,"brkn",4,3,3,4,5,5,4.66666666666667,"Freedom of speech","When people have a freedom of speech at times the police are called, people complain about the situation.",0,"Freedom of speech","Right to vote","Fight for what's right","Equal rights","Gender equality",2,5,5,4,"vote","trump",NA,6,5,4,"female",30,"hisp","some coll","$20,000 to $24,999","trustgov","antiest","ampride","demsatis","radchange","IL",2,1,2,3,"11/19/2024 18:02"
8934,"ctrl",3.25,4,5,6,2,3,2.75,"liberty","The freedom to speak your mind and to worship as you see fit without threat of government retribution. The freedom from search & seizure without due cause. The freedom to relocate wherever you see fit.",0,"liberty","freedom","government accountability","democracy","distribution of powers",6,2,2,3,"vote","harris",NA,1,1,2,"male",61,"white/non-hisp","masters","$200,000 or more","demsatis","antiest","radchange","ampride","trustgov","MD",9,1,3,5,"11/20/2024 10:48"
8940,"brkn",6.5,2,2,3,5,6,5.83333333333333,"Prosperity","Americans are not living as equals-there is a huge divide between the wealthy and the poor. Not enough is being done to help those who are not rich to afford the basic necessities",0,"Freedom of religion","Happiness","Prosperity","Long life","Family",7,7,7,5,"vote","trump",NA,6,5,4,"male",64,"white/non-hisp","HS","$35,000 to $39,999","trustgov","radchange","ampride","antiest","demsatis","NJ",2,5,1,2,"11/19/2024 19:05"
8942,"brkn",4.75,4,4,4,4,4,4.25,"Freedom","The taking away of guns is costing us our freedoms as Americans. Our speech is starting to taken away as well.",0,"Freedom","Security","Equality","Diversity","Culture",5,5,5,4,"vote","trump",NA,2,1,3,"male",39,"hisp","some coll","$50,000 to $59,999","demsatis","radchange","trustgov","antiest","ampride","CT",12,1,1,1,"11/20/2024 13:11"
8948,"brkn",5.5,4,3,3,2,5,4.16666666666667,"Equal treatment under the law","Gay people are not being treated equally under the law.  Gay people can be legally discriminated against in many states in the US.  Males are not being treated under the law,  men are treated more harshly by law enforcement and the courts than females for the same crimes.",0,"Rights of the individual","Equal treatment under the law","Freedom of speech","Freedom of religion","Right to own private property",6,5,6,5,"vote","harris",NA,3,2,3,"male",42,"white/non-hisp","some coll","$85,000 to $99,999","demsatis","trustgov","ampride","antiest","radchange","CA",10,7,4,9,"11/22/2024 15:29"
8949,"ctrl",4.5,2,1,1,7,7,6.16666666666667,"Freedom","Freedom is about space. Freedom is living worth free. Freedom is what life should be our right to live without fear of being dictated or controlled by those in higher positions. It is the right to self at all costs.",0,"Freedom","Independence","Prosperity","Power","Value",4,4,4,6,"vote","trump",NA,4,3,4,"male",21,"hisp","HS","$10,000 to $14,999","ampride","antiest","radchange","trustgov","demsatis","TX",11,1,3,7,"11/23/2024 16:00"
8951,"brkn",3.75,2,3,3,5,5,4.58333333333333,"Honesty","Honesty is the foundation of trust. Honesty is the foundation for relationships, for leadership. When we lack honesty we lack trust in others and thus relationships are faulty or non existent.",0,"Truth","Honesty","Respect","Knowledge","Compassion",4,3,3,5,"vote","harris",NA,2,1,2,"female",39,"white/non-hisp","masters","$150,000 to $174,999","demsatis","radchange","antiest","ampride","trustgov","IL",12,1,2,3,"11/23/2024 7:34"
8955,"ctrl",6,4,3,3,NA,5,5.5,"prosperity","The pursuit and achievement of living in a safe space. Not worried about basic needs like food, shelter safety.",0,"freedom","prosperity","pursuit of happiness","equality","independence",5,7,6,6,"vote","other","RFK",4,3,3,"male",23,"white/non-hisp","bachelors","$200,000 or more","radchange","antiest","trustgov","ampride","demsatis","IL",10,4,2,3,"11/29/2024 20:59"
8962,"brkn",4.25,5,2,5,5,6,5.08333333333333,"Freedom","The federal government has become to powerful.  State governments should take precedent, except in defense.",0,"Life","Liberty","Pursuit of happiness","Freedom","Security",3,5,4,5,"vote","trump",NA,5,4,4,"male",44,"white/non-hisp","some coll","$85,000 to $99,999","antiest","radchange","demsatis","trustgov","ampride","WI",1,1,2,3,"11/26/2024 10:21"
8965,"brkn",5.5,2,6,2,7,2,4.83333333333333,"Democracy","Restrictions on women’s & LGBTQ+ rights. Politicians not voting with the wishes of the people they represent",0,"Democracy","Freedom","Inclusion","Independence","Humanity",7,7,6,2,"vote","harris",NA,1,1,1,"male",28,"multi/non-hisp","masters","$75,000 to $84,999","radchange","trustgov","antiest","ampride","demsatis","CO",9,1,4,8,"11/19/2024 20:00"
8969,"kept",4.25,4,4,4,5,4,4.41666666666667,"Freedom","Freedom is one thing that the United states is good dor because other countries is not as good as the USA.",0,"Change","Freedom","Liberty","Diversity","Future",5,5,3,4,"no vote",NA,NA,1,1,1,"female",21,"hisp","less HS","$50,000 to $59,999","trustgov","radchange","antiest","demsatis","ampride","IN",1,1,2,3,"11/27/2024 15:56"
8971,"kept",3.25,5,5,6,6,3,4.08333333333333,"Democracy","Voting fairness. Everyone has the right to express their opinion.Freedom of speech  and to decide who gets in office.",0,"Democracy","Progress","Freedom","Liberty","Hard work",2,2,6,3,"vote","trump",NA,2,1,4,"male",57,"white/non-hisp","some coll","$100,000 to $124,999","demsatis","radchange","ampride","trustgov","antiest","KY",1,1,3,6,"11/20/2024 16:03"
8978,"brkn",4.75,3,4,NA,6,4,4.91666666666667,"Democracy and enterprise","It’s not because the current president sucks and is incapable of his job. It will turn around in 2025 when trump takes the white house back.",0,"Freedom of speech","Personal control over the environment","Time and its importance","Competition and free enterprise","Democracy and enterprise",6,4,5,4,"no vote",NA,NA,7,5,5,"female",24,"white/non-hisp","some coll","$125,000 to $149,999","radchange","antiest","ampride","trustgov","demsatis","TX",12,1,3,7,"11/19/2024 22:04"
8982,"kept",4.5,5,4,7,1,4,3.16666666666667,"All people are created equal.","It's ongoing but started with end of slavery, end of Jim Crow, voting rights for minorities and women. Pay difference between men and women is shrinking, equal housing opportunities.",0,"All people are created equal.","Freedom of speech, religion, press.","Christian ethics.","Balance of powers.","Doing the ""right"" thing.",5,5,5,3,"vote","trump",NA,5,4,3,"male",64,"white/non-hisp","masters","under $5,000","radchange","trustgov","antiest","demsatis","ampride","TX",1,5,3,7,"11/21/2024 10:03"
8998,"kept",6.25,1,1,1,7,7,6.75,"You can do whatever you want as long as you don't infringe upon the rights of others.","It is not living up to the promise. This is not a democracy, it is a republic. Not to be confused with the republican party.",0,"You can do whatever you want as long as you don't infringe upon the rights of others.","Property is the one word answer to resolve any disputes. You have the rights to your property","The police are only supposed to protect your rights and your property, nothing else","We are supposed to be allowed the pursuit of life, liberty and happiness","You are allowed to practice any religion or none at all and the government shall not endorse any religion. There is supposed to be a separation of church and state",7,7,4,7,"vote","other","Libertarian",4,3,3,"male",43,"other/non-hisp","some coll","$30,000 to $34,999","demsatis","ampride","radchange","trustgov","antiest","IN",6,1,2,3,"11/27/2024 12:00"
9004,"kept",3.75,3,3,4,4,5,4.25,"Money","Its not at all. It was all lies, and empty promises. No one in office lives up ro what they promise.",0,"Race","Money","Money","Food","People",4,4,3,4,"no vote",NA,NA,4,3,3,"female",25,"white/non-hisp","some coll","$5,000 to $9,999","antiest","ampride","radchange","demsatis","trustgov","NM",12,1,4,8,"11/23/2024 14:22"
9006,"brkn",6.5,2,1,2,5,7,6.16666666666667,"freedom","Persecution when people express themselves. Refugees being refused, families being separated due to lack of citizenship. Forcing religion on other groups of people.",0,"freedom","liberty","justice","independence","cohesion",6,7,6,7,"no vote",NA,NA,4,3,2,"female",33,"white/non-hisp","HS","$60,000 to $74,999","antiest","radchange","trustgov","ampride","demsatis","SC",11,7,3,5,"11/30/2024 12:31"
9018,"brkn",4.5,5,4,6,1,4,3.16666666666667,"freedom","certain races are trying to dominate other races and it becomes a dictatorship society. constant civil wars and fear of death.",0,"freedom","liberty","justice","opportunity","independance",5,5,5,3,"vote","trump",NA,1,1,1,"male",45,"black/non-hisp","some coll","$50,000 to $59,999","ampride","demsatis","antiest","radchange","trustgov","NY",12,1,1,2,"11/19/2024 20:36"
9024,"kept",5,1,3,1,7,5,5.66666666666667,"Democracy","(My list of values was not based on what I personally value.) It has the institutions for democracy.",0,"Democracy","Secularism","Federalism","Protection","Domination",7,7,3,3,"vote","harris",NA,2,1,1,"male",34,"multi/non-hisp","masters","$75,000 to $84,999","ampride","radchange","antiest","demsatis","trustgov","GA",10,1,3,5,"11/26/2024 9:15"
9029,"ctrl",2.25,3,2,5,6,6,4.75,"Build a strong economy","A community that is safe and where we don’t have to jump through a million qualifiers to afford a place. If I pay 3k in apartment rent why can’t I get approved for a 2,000 mortgage",0,"Care for each other","Strive for peace","Build up communities","Build up safe schools","Build a strong economy",1,1,1,6,"no vote",NA,NA,4,3,3,"male",29,"hisp","some coll","$85,000 to $99,999","antiest","trustgov","ampride","radchange","demsatis","AZ",12,1,4,8,"11/23/2024 7:37"
9053,"brkn",6.75,3,2,1,6,6,6.25,"Freedom","Limited Abortion access,  doing away with Roe V Wade, and putting it to the states to decide individually...",0,"Unity","Wealth","Freedom","Taxation","Courage",7,7,7,6,"vote","harris",NA,1,1,3,"female",59,"white/non-hisp","less HS","$5,000 to $9,999","trustgov","radchange","ampride","antiest","demsatis","OH",12,7,2,3,"11/20/2024 6:56"
9054,"brkn",4.5,4,3,4,5,5,4.83333333333333,"Freedom","Don't really know who U.S, isn't living up to its promise of Freedom. I know that as an 
American we have more freedom in this country to make our own decisions.",0,"Freedom","Equality","Justice","Diversity","Hard Work",5,4,4,5,"vote","trump",NA,7,5,4,"female",64,"white/non-hisp","HS","$100,000 to $124,999","antiest","radchange","trustgov","ampride","demsatis","FL",12,1,3,5,"11/20/2024 8:50"
9063,"brkn",5,4,4,3,2,4,3.66666666666667,"Free choice","Society is not free to choose what is best for them. To much government overreach. The government needs to stay out of the business of family choices",0,"Free choice","Equality","Free speech","Right to defend","Fair government",5,5,5,5,"vote","harris",NA,2,1,3,"male",78,"white/non-hisp","HS","$40,000 to $49,999","trustgov","ampride","radchange","antiest","demsatis","OH",2,2,2,3,"11/25/2024 12:15"
9068,"ctrl",4.5,3,4,4,4,4,4.16666666666667,"Hard working","Hard working is showing up on time. It’s working as hard and as best as you are physically and mentally capable of doing.",0,"Faimly","Truth","Friends","Hard working","Compassion",3,3,6,6,"no vote",NA,NA,4,3,2,"male",47,"white/non-hisp","some coll","$35,000 to $39,999","radchange","antiest","trustgov","ampride","demsatis","MD",11,1,3,5,"11/27/2024 20:42"
9071,"brkn",6.5,4,3,4,5,5,5.5,"Governed by the people","Political figures and the wealthy control most of the decisions made in all government branches. The people seem to have little control over what is actually happening. Too many people making a career of being in political office, lining their own pockets, instead of doing what is best for the whole country.",0,"Governed by the people","Freedom Of religion","Respect for truth","Justice for all","Equal opportunity",7,6,6,7,"vote","trump",NA,7,5,5,"female",64,"white/non-hisp","some coll","$50,000 to $59,999","antiest","radchange","demsatis","trustgov","ampride","KS",1,1,2,4,"11/20/2024 11:25"
9072,"kept",5.75,3,3,3,5,5,5.25,"Equality","Everyone regardless of ethnicity economic level or education should have the same rights to life liberty and the pursuit of happiness",0,"Freedom of speech","Truth","Equality","Justice","Fairness",6,5,5,7,"vote","harris",NA,2,1,3,"female",56,"white/non-hisp","bachelors","$25,000 to $29,999","ampride","trustgov","antiest","demsatis","radchange","ME",1,1,1,1,"11/19/2024 19:48"
9083,"kept",5,5,3,4,5,5,5,"High trust","High trust embodies. The expectation of day to day dealings with other people and institutions are not mired in bribery or corruption.  Things are asked and done based on an mutual understanding and not only based on bribery or personal connections",0,"Security of body","Personal freedom","High trust","Freedom of choice","Reliability of services",5,5,5,5,"vote","trump",NA,5,4,3,"male",42,"asian/non-hisp","bachelors","$100,000 to $124,999","trustgov","demsatis","antiest","ampride","radchange","NE",1,1,2,4,"11/19/2024 18:28"
9090,"kept",6.25,1,2,2,7,6,6.41666666666667,"Freedom","I don’t think we are free. We work until we are close to death, have no benefits, and treated like slaves. America is built on hatred and slavery and we still are treated the same today. Women don’t have as many rights as men.",0,"Freedom","Liberty","Life","Not","Sure",6,6,6,7,"no vote",NA,NA,4,3,3,"female",30,"hisp","some coll","$35,000 to $39,999","radchange","ampride","demsatis","trustgov","antiest","GA",1,1,3,5,"11/22/2024 9:35"
9100,"kept",5.75,4,1,1,7,7,6.58333333333333,"freedom","I don't believe we are. Our obsession with capitalism has led to the privatization of everything, including just being outside. If someone isn't free to camp in a park or stand in a parking lot, they aren't free.",0,"freedom","independence","integrity","ambition","opportunity",7,7,3,6,"vote","harris",NA,3,2,1,"male",32,"white/non-hisp","some coll","$35,000 to $39,999","antiest","ampride","radchange","demsatis","trustgov","TX",11,2,3,7,"11/21/2024 10:50"
9106,"kept",5,3,3,4,5,5,5,"Freedom","Freedom is carried out in the ability to progress economically regardless of race and sex. To be able to believe in what one wishes without judgement.",0,"Freedom","Equality","Individualism","Innovation","98",5,5,5,5,"vote","harris",NA,2,1,3,"female",32,"hisp","bachelors","$125,000 to $149,999","ampride","demsatis","trustgov","radchange","antiest","CA",2,1,4,9,"11/19/2024 16:43"
9124,"brkn",5,4,3,3,6,5,5.33333333333333,"fair","I feel like when it comes to the court systems cases are not always carried out in a fair way.  Different punishments are given for the same crime.",0,"fair","equal","hope","faith","moral",5,5,5,5,"vote","trump",NA,6,5,3,"female",53,"white/non-hisp","bachelors","$50,000 to $59,999","ampride","radchange","trustgov","antiest","demsatis","AR",1,1,3,7,"11/22/2024 8:08"
9127,"ctrl",6,3,1,6,7,7,6.66666666666667,"Protection","It means that’s we should’ have protection the president need to keep his promises and help us and protect us",0,"Independence","Protection","Honesty","Life","Respect",6,5,7,6,"no vote",NA,NA,1,1,3,"female",29,"black/non-hisp","HS","$35,000 to $39,999","ampride","antiest","demsatis","radchange","trustgov","FL",12,1,3,5,"11/20/2024 5:47"
9129,"brkn",5,4,2,3,7,6,6,"Free Speech","the left is pushing censorship Calling it Mis Information. The dem party is allowed to lie to the American people, its more about keeping power to them then serving Americans",0,"Free Speech","Freedom of Religion","right to bear arms","Pursuit of happiness","created equal",3,5,6,6,"vote","trump",NA,7,5,4,"male",61,"white/non-hisp","some coll","$75,000 to $84,999","demsatis","trustgov","antiest","radchange","ampride","CA",12,6,4,9,"11/19/2024 17:01"
9133,"ctrl",6.25,5,4,4,4,4,4.75,"Right to Defend land","Defend what's right and fight if necessary from foreign or domestic terrorist threat to ones homeland.",0,"Right to Defend land","Right to bare arms","Freedom of Speech","To live free","Taxes",6,6,6,7,"no vote",NA,NA,4,3,4,"male",31,"white/non-hisp","less HS","$40,000 to $49,999","ampride","trustgov","antiest","radchange","demsatis","KS",11,1,2,4,"11/19/2024 19:55"
9141,"kept",3.25,3,3,7,4,5,4.08333333333333,"volk","It has many bipedals around. Therefore ever since the nation's conception since 1779. It has been able to survive as bounded states gradually granting this statehood to territories it acquired along its time on earth. In order for this to occur there needs to be people or volk and a requirement for statehood would have been to meet the population quota that would require that territories and its volk its representation according to the nations forefathers. For example compared to 1779 the year 2024 saw Georgia and Florida have their votes counted in a statewide sponsored election. Going back to my previous point the only way that that could occur considering the facts of 1779 being that Florida and Georgia were not part of the Union but instead Spanish crown possessions, that would be in time rent from their kingdom and made as one in ours.",0,"Constitution","Liberty","People","volk","enterprise",2,4,3,4,"vote","trump",NA,6,5,3,"male",28,"hisp","less HS","$40,000 to $49,999","radchange","ampride","demsatis","trustgov","antiest","CA",10,4,4,9,"11/24/2024 12:09"
9151,"ctrl",4.75,4,4,6,6,4,4.91666666666667,"Right to bear arms","Citizens right to own and carry a firearm.  Ability to defend home and family.  Protect your own life and the life of others.",0,"Right to bear arms","Free Speech","Freedom of religion","Elected democracy","Free market economy",4,5,5,5,"vote","trump",NA,7,5,5,"male",43,"white/non-hisp","some coll","$75,000 to $84,999","ampride","radchange","trustgov","demsatis","antiest","IN",11,1,2,3,"11/19/2024 18:32"
9167,"brkn",3.75,5,3,3,2,5,3.58333333333333,"Faith","I believe that goverment is restricting religious liberty. No accepting all sincerley, personal held beliefs.",0,"Faith","Freedom","Equality","Democracy","Justice",4,4,4,3,"vote",NA,NA,7,5,3,"female",69,"white/non-hisp","some coll","$60,000 to $74,999","demsatis","antiest","trustgov","radchange","ampride","FL",1,3,3,5,"11/22/2024 15:15"
9168,"kept",5.75,3,3,3,5,5,5.25,"God","people live up to the promise of God by going to church, praying to God, celebrating holidays based off him, + more",0,"God","persuit of happiness","love","liberty","loyality",6,6,6,5,"vote","other","kennedy",2,1,2,"female",45,"hisp","some coll","$85,000 to $99,999","radchange","ampride","demsatis","trustgov","antiest","IL",2,1,2,3,"11/21/2024 18:37"
9179,"kept",4,3,3,4,4,5,4.33333333333333,"legal rights","One way that legal rights are being carried out in the United States today would be in the many legal systems.",0,"liberty","justice","plutocracy","venture","legal rights",4,4,4,4,"vote","trump",NA,7,5,4,"male",21,"hisp","some coll","$40,000 to $49,999","trustgov","radchange","antiest","ampride","demsatis","CA",9,1,4,9,"11/24/2024 12:44"
9181,"brkn",4.75,2,3,3,2,5,3.91666666666667,"general welfare","housing costs, environmental impacts, health security, mental and physical wellbeing, promotion of education and self-reliance, political and social rancor and polarization, defenses of civil rights and civil liberties, economic justice and capitalistic excesses at the expense of others' welfare, and treatment and attitudes toward noncitizens, foreign individuals, international refugees and asylum seekers, and immigrants",0,"general welfare","common defense","establish justice","personal and individual freedoms","peace and security",5,6,5,3,"vote","harris",NA,3,2,3,"male",24,"asian/non-hisp","some coll","$85,000 to $99,999","ampride","demsatis","radchange","antiest","trustgov","CA",11,4,4,9,"11/19/2024 21:26"
9206,"ctrl",6.5,5,4,2,7,4,5.83333333333333,"financial security","Being able to pay all bills, buy food, reliable transportation, be safe & secure and be able to enjoy leisure  time and activities.",0,"health","love for family & friends","safety","financial security","Independence",7,7,6,6,"vote","trump",NA,5,4,3,"female",69,"other/non-hisp","HS","$60,000 to $74,999","trustgov","radchange","ampride","demsatis","antiest","MI",12,1,2,3,"11/20/2024 18:11"
9209,"ctrl",4,4,4,4,5,4,4.33333333333333,"Integrity","The moral values America was built on. And to continue to build on.a leader that will put the people first.",0,"Honesty","Trust","Compassion","Morals","Integrity",4,4,4,4,"no vote",NA,NA,6,5,3,"female",36,"white/non-hisp","some coll","$50,000 to $59,999","demsatis","antiest","trustgov","ampride","radchange","NC",1,1,3,5,"11/24/2024 20:24"
